,0
8136,1614669
8137,1614667
8138,1614666
8139,1614664
8140,1614663
8141,1614659
8142,1614658
8143,1614657
8144,1614656
8145,1614654
8146,1614651
8147,1614650
8148,1614644
8149,1614643
8150,1614632
8151,1614631
8152,1614630
8153,1614628
8154,1614627
8155,1614624
8156,1614622
8157,1614621
8158,1614618
8159,1614612
8160,1614611
8161,1614609
8162,1614602
8163,1614601
8164,1614599
8165,1614597
8166,1614593
8167,1614592
8168,1614586
8169,1614583
8170,1614579
8171,1614577
8172,1614576
8173,1614425
8174,1614424
8175,1614413
8176,1614412
8177,1614410
8178,1614401
8179,1614395
8180,1614391
8181,1614390
8182,1614387
8183,1614385
8184,1614384
8185,1614382
8186,1614380
8187,1614379
8188,1614378
8189,1614376
8190,1614375
8191,1614374
8192,1614373
8193,1614363
8194,1614362
8195,1614355
8196,1614353
8197,1614352
8198,1614349
8199,1614348
8200,1614345
8201,1614343
8202,1614335
8203,1614333
8204,1614325
8205,1614317
8206,1614315
8207,1614314
8208,1614313
8209,1614312
8210,1614309
8211,1614302
8212,1614300
8213,1614299
8214,1614297
8215,1614295
8216,1614290
8217,1614285
8218,1614284
8219,1614282
8220,1614281
8221,1614276
8222,1614269
8223,1614265
8224,1614259
8225,1614257
8226,1614245
8227,1614243
8228,1614241
8229,1614233
8230,1614232
8231,1614227
8232,1614214
8233,1614212
8234,1614210
8235,1614204
8236,1614200
8237,1614193
8238,1614192
8239,1614188
8240,1614183
8241,1614178
8242,1614173
8243,1614168
8244,1614167
8245,1614164
8246,1614163
8247,1614160
8248,1614158
8249,1614157
8250,1614153
8251,1614152
8252,1614149
8253,1614147
8254,1614145
8255,1614143
8256,1614142
8257,1614129
8258,1614128
8259,1614125
8260,1614119
8261,1614114
8262,1614105
8263,1614097
8264,1614083
8265,1614081
8266,1614078
8267,1614064
8268,1614051
8269,1614041
8270,1614038
8271,1614030
8272,1614012
8273,1614010
8274,1614000
8275,1613993
8276,1613990
8277,1613987
8278,1613986
8279,1613985
8280,1613983
8281,1613982
8282,1613978
8283,1613976
8284,1613969
8285,1613964
8286,1613958
8287,1613956
8288,1613952
8289,1613951
8290,1613949
8291,1613948
8292,1613940
8293,1613936
8294,1613933
8295,1613925
8296,1613924
8297,1613922
8298,1613921
8299,1613920
8300,1613919
8301,1613917
8302,1613914
8303,1613912
8304,1613908
8305,1613907
8306,1613904
8307,1613903
8308,1613895
8309,1613882
8310,1613881
8311,1613880
8312,1613868
8313,1613856
8314,1613855
8315,1613851
8316,1613848
8317,1613846
8318,1613842
8319,1613840
8320,1613837
8321,1613836
8322,1613832
8323,1613827
8324,1613826
8325,1613819
8326,1613818
8327,1613817
8328,1613808
8329,1613807
8330,1613806
8331,1613804
8332,1613800
8333,1613798
8334,1613795
8335,1613791
8336,1613789
8337,1613783
8338,1613782
8339,1613780
8340,1613773
8341,1613769
8342,1613767
8343,1613766
8344,1613761
8345,1613759
8346,1613758
8347,1613756
8348,1613755
8349,1613745
8350,1613743
8351,1613740
8352,1613739
8353,1613737
8354,1613734
8355,1613731
8356,1613729
8357,1613722
8358,1613715
8359,1613710
8360,1613705
8361,1613704
8362,1613693
8363,1613690
8364,1613684
8365,1613679
8366,1613678
8367,1613675
8368,1613669
8369,1613663
8370,1613661
8371,1613660
8372,1613659
8373,1613656
8374,1613650
8375,1613643
8376,1613639
8377,1613637
8378,1613635
8379,1613629
8380,1613626
8381,1613623
8382,1613620
8383,1613616
8384,1613601
8385,1613569
8386,1613568
8387,1613557
8388,1613537
8389,1613526
8390,1613525
8391,1613522
8392,1613517
8393,1613515
8394,1613512
8395,1613509
8396,1613507
8397,1613505
8398,1613503
8399,1613495
8400,1613494
8401,1613490
8402,1613480
8403,1613475
8404,1613474
8405,1613471
8406,1613469
8407,1613468
8408,1613467
8409,1613464
8410,1613459
8411,1613458
8412,1613457
8413,1613454
8414,1613451
8415,1613450
8416,1613449
8417,1613447
8418,1613445
8419,1613444
8420,1613443
8421,1613442
8422,1613438
8423,1613437
8424,1613436
8425,1613435
8426,1613433
8427,1613424
8428,1613421
8429,1613412
8430,1613405
8431,1613400
8432,1613396
8433,1613393
8434,1613391
8435,1613388
8436,1613387
8437,1613386
8438,1613382
8439,1613378
8440,1613377
8441,1613372
8442,1613371
8443,1613370
8444,1613363
8445,1613362
8446,1613361
8447,1613358
8448,1613357
8449,1613353
8450,1613350
8451,1613348
8452,1613336
8453,1613333
8454,1613316
8455,1613315
8456,1613308
8457,1613305
8458,1613304
8459,1613297
8460,1613290
8461,1613284
8462,1613283
8463,1613282
8464,1613271
8465,1613269
8466,1613268
8467,1613266
8468,1613265
8469,1613262
8470,1613259
8471,1613247
8472,1613245
8473,1613243
8474,1613233
8475,1613224
8476,1613222
8477,1613219
8478,1613216
8479,1613209
8480,1613208
8481,1613188
8482,1613173
8483,1613168
8484,1613167
8485,1613166
8486,1613161
8487,1613159
8488,1613157
8489,1613154
8490,1613142
8491,1613138
8492,1613136
8493,1613130
8494,1613123
8495,1613122
8496,1613119
8497,1613116
8498,1613115
8499,1613114
8500,1613113
8501,1613112
8502,1613110
8503,1613108
8504,1613107
8505,1613105
8506,1613095
8507,1613094
8508,1613093
8509,1613088
8510,1613087
8511,1613086
8512,1613082
8513,1613072
8514,1613070
8515,1613068
8516,1613059
8517,1613058
8518,1613056
8519,1613055
8520,1613054
8521,1613049
8522,1613047
8523,1613046
8524,1613032
8525,1613027
8526,1613023
8527,1613016
8528,1612886
8529,1612772
8530,1612768
8531,1612767
8532,1612766
8533,1612752
8534,1612750
8535,1612748
8536,1612744
8537,1612739
8538,1612715
8539,1612710
8540,1612709
8541,1612708
8542,1612702
8543,1612701
8544,1612700
8545,1612698
8546,1612697
8547,1612694
8548,1612688
8549,1612686
8550,1612685
8551,1612683
8552,1612679
8553,1612677
8554,1612674
8555,1612669
8556,1612666
8557,1612664
8558,1612658
8559,1612657
8560,1612655
8561,1612654
8562,1612649
8563,1612647
8564,1612645
8565,1612637
8566,1612634
8567,1612631
8568,1612627
8569,1612592
8570,1612583
8571,1612551
8572,1612544
8573,1612534
8574,1612533
8575,1612531
8576,1612527
8577,1612525
8578,1612523
8579,1612520
8580,1612517
8581,1612515
8582,1612512
8583,1612504
8584,1612501
8585,1612499
8586,1612496
8587,1612495
8588,1612488
8589,1612469
8590,1612467
8591,1612466
8592,1612464
8593,1612461
8594,1612458
8595,1612455
8596,1612454
8597,1612442
8598,1612437
8599,1612432
8600,1612430
8601,1612428
8602,1612426
8603,1612425
8604,1612423
8605,1612409
8606,1612407
8607,1612406
8608,1612404
8609,1612392
8610,1612384
8611,1612383
8612,1612382
8613,1612379
8614,1612377
8615,1612374
8616,1612373
8617,1612370
8618,1612368
8619,1612366
8620,1612365
8621,1612360
8622,1612345
8623,1612342
8624,1612341
8625,1612337
8626,1612334
8627,1612333
8628,1612331
8629,1612329
8630,1612325
8631,1612323
8632,1612321
8633,1612319
8634,1612318
8635,1612312
8636,1612309
8637,1612308
8638,1612306
8639,1612305
8640,1612304
8641,1612296
8642,1612295
8643,1612294
8644,1612282
8645,1612281
8646,1612272
8647,1612264
8648,1612259
8649,1612256
8650,1612254
8651,1612251
8652,1612238
8653,1612234
8654,1612233
8655,1612231
8656,1612227
8657,1612226
8658,1612221
8659,1612220
8660,1612219
8661,1612208
8662,1612205
8663,1612199
8664,1612196
8665,1612195
8666,1612189
8667,1612181
8668,1612173
8669,1612171
8670,1612159
8671,1612156
8672,1612150
8673,1612147
8674,1612144
8675,1612137
8676,1612135
8677,1612134
8678,1612130
8679,1612118
8680,1612113
8681,1612108
8682,1612100
8683,1612095
8684,1612094
8685,1612090
8686,1612087
8687,1612085
8688,1612072
8689,1612070
8690,1612067
8691,1612063
8692,1612058
8693,1612052
8694,1612050
8695,1612046
8696,1612044
8697,1612039
8698,1612037
8699,1612033
8700,1612026
8701,1612023
8702,1612022
8703,1612019
8704,1612018
8705,1612014
8706,1612013
8707,1612008
8708,1612006
8709,1612004
8710,1612003
8711,1612000
8712,1611996
8713,1611991
8714,1611969
8715,1611960
8716,1611948
8717,1611947
8718,1611944
8719,1611943
8720,1611942
8721,1611941
8722,1611936
8723,1611931
8724,1611916
8725,1611902
8726,1611899
8727,1611883
8728,1611876
8729,1611862
8730,1611859
8731,1611858
8732,1611855
8733,1611850
8734,1611845
8735,1611843
8736,1611826
8737,1611813
8738,1609729
8739,1609677
8740,1609668
8741,1609667
8742,1609661
8743,1609660
8744,1609656
8745,1609653
8746,1609651
8747,1609649
8748,1609648
8749,1609637
8750,1609629
8751,1609616
8752,1609613
8753,1609612
8754,1609555
8755,1609540
8756,1609532
8757,1609526
8758,1609525
8759,1609524
8760,1609520
8761,1609467
8762,1609319
8763,1609235
8764,1609174
8765,1609165
8766,1609143
8767,1609122
8768,1609111
8769,1609098
8770,1609068
8771,1609053
8772,1609052
8773,1609006
8774,1609005
8775,1608998
8776,1608984
8777,1608980
8778,1608977
8779,1608976
8780,1611631
8781,1611624
8782,1611622
8783,1611620
8784,1611607
8785,1611603
8786,1611601
8787,1611585
8788,1611582
8789,1611568
8790,1611562
8791,1611561
8792,1611549
8793,1611546
8794,1611542
8795,1611541
8796,1611530
8797,1611526
8798,1611525
8799,1611521
8800,1611517
8801,1611515
8802,1611512
8803,1611467
8804,1611459
8805,1608954
8806,1608951
8807,1608947
8808,1608932
8809,1608904
8810,1608903
8811,1608894
8812,1608887
8813,1608876
8814,1608873
8815,1608870
8816,1608860
8817,1608854
8818,1608846
8819,1608824
8820,1608815
8821,1608814
8822,1608802
8823,1608800
8824,1608799
8825,1608798
8826,1608961
8827,1608959
8828,1608958
8829,1608956
8830,1611665
8831,1611653
8832,1611650
8833,1611640
8834,1611636
8835,1611633
8836,1611632
8837,1598520
8838,1598498
8839,1598440
8840,1598338
8841,1598316
8842,1598312
8843,1598309
8844,1598298
8845,1598267
8846,1598251
8847,1598219
8848,1598208
8849,1598120
8850,1598078
8851,1598072
8852,1598046
8853,1598005
8854,1597924
8855,1597894
8856,1597793
8857,1597766
8858,1598606
8859,1598576
8860,1598561
8861,1598528
8862,1598284
8863,1598225
8864,1598184
8865,1598060
8866,1598029
8867,1597638
8868,1597411
8869,1597212
8870,1597018
8871,1596991
8872,1596719
